Keyword,Rank,Title_Of_Page,URL,Lenght_Of_Title,Presence_of_Keyword_in_Title,Title_Starts_with_Keyword,Lenght_of_Url,Presence_Of_Keyword_In_Url,Domain_Name,No_of_H1_Tags,Presence_of_Keyword_in_H1_Tag,No_of_H2_tags,Presence_of_Keyword_in_H2_Tag,No_of_H3_Tags,Presence_of_Keyword_in_H3_Tag,Content_Lenght,Keyword_Denisty,Lenght_of_Description,Keyword_in_Description,Total_Images,Images_Without_Alt_Tags,Images_With_Alt_Tag,Keyword_in_Alt_Tags_of_Images,Total_Links,Internal_Links,External_Links,Presence_of_Internal_Link,Presence_of_External_Links
jackets for boys,93.0,Boys' Coats & Jackets | Boden UK,https://www.boden.co.uk/en-gb/boys-coats-jackets,32,1,1,48,1,www.boden.co.uk,6,1,1,1,27,0,14961,0.3142,148,1,102,0,102,0,214,201,13,1,1
jackets for boys,94.0,Boys Designer Jackets & Coats | Flannels,https://www.flannels.com/kids/boys/clothing/jackets-and-coats,40,1,1,61,1,www.flannels.com,1,1,4,0,8,0,48560,0.1586,145,1,306,104,202,0,305,291,14,1,1
jackets for boys,95.0,Boys Hoodie and Jackets – Cocobee Kidswear,https://cocobee.com.pk/collections/boys-hoodie,42,1,1,46,1,cocobee.com.pk,0,0,1,0,1,0,10025,0.1596,0,0,59,0,59,0,136,130,6,1,1
jackets for boys,96.0,Boys Jackets & Boys Coats | Kmart NZ,https://www.kmart.co.nz/category/kids-&-baby/kids-clothing/boys-clothing/boys-jackets/464641,36,1,1,92,1,www.kmart.co.nz,1,1,5,0,7,0,72429,0.1146,98,1,37,10,27,0,1251,1233,18,1,1
jackets for boys,97.0,Kids - Jackets | JD Sports,https://www.jdsports.co.uk/kids/junior-clothing-(8-15-years)/jackets/gender/boys/,26,1,1,81,1,www.jdsports.co.uk,3,1,1,0,9,0,36245,0.091,109,0,113,32,81,0,611,575,36,1,1
jackets for boys,98.0,Boys Jackets for sale - Boys Coats online for sale with great ...,https://www.lazada.com.ph/shop-jackets-coats-boys/,65,1,1,50,1,www.lazada.com.ph,1,1,2,1,8,0,14298,0.5106,131,1,210,159,51,0,331,296,35,1,1
jackets for boys,99.0,Boys' Outdoor Jackets & Coats For Sale | Blacks,https://www.blacks.co.uk/kids/kids-clothing/boys-clothing/jackets-coats/,47,1,1,72,1,www.blacks.co.uk,1,1,68,0,50,0,35509,0.352,159,1,360,139,221,0,612,603,9,1,1
jackets for boys,100.0,Boys Jackets - Windbreakers & Hoodies | Columbia Canada,https://www.columbiasportswear.ca/en/c/boys-jackets/,55,1,1,52,1,www.columbiasportswear.ca,1,1,24,1,9,0,32396,0.2562,182,1,147,0,147,0,280,263,17,1,1
bomber jackets,1.0,Bomber Jackets at Best Price in Pakistan - daraz.pk,https://www.daraz.pk/bomber-jackets/,51,1,1,36,1,www.daraz.pk,1,1,0,0,9,0,9094,0.132,157,0,13,8,5,0,214,190,24,1,1
bomber jackets,2.0,Buy Bomber Jacket for Men Online in Pakistan | Bandana,https://bandana.pk/products/bomber-jacket-men,54,1,1,45,1,bandana.pk,2,0,2,1,0,0,44319,0.0677,154,0,58,14,44,0,84,57,27,1,1
bomber jackets,3.0,"Men's Bomber Jackets | Flight, Pilot & Baseball Jackets | ASOS",https://www.asos.com/men/jackets-coats/bomber-jackets/cat/?cid=16245,62,1,1,68,1,www.asos.com,1,1,54,0,0,0,12872,0.6293,157,1,135,128,7,0,534,516,18,1,1
bomber jackets,4.0,27 Best Bomber Jackets For Men in 2021: The Definitive List,https://luxe.digital/lifestyle/style/men-bomber-jacket/,59,1,1,55,1,luxe.digital,1,1,21,0,32,1,29636,0.5601,139,1,49,1,48,1,87,76,11,1,1
bomber jackets,5.0,Buy Bomber Jackets For Men in Pakistan | Custom Freaks,https://customfreaks.store/collections/bomber-jackets-for-men,54,1,1,61,1,customfreaks.store,1,1,3,1,5,0,19715,0.3246,160,1,51,1,50,0,120,118,2,1,1
bomber jackets,6.0,Men's Bomber Jackets | H&M US,https://www2.hm.com/en_us/men/products/jackets-coats/bomber-jackets.html,29,1,1,72,1,www2.hm.com,1,1,6,0,19,0,15913,0.2451,143,1,14,2,12,0,325,310,15,1,1
bomber jackets,7.0,"Men's Bomber Jackets | Alpha Industries, Inc.",https://www.alphaindustries.com/collections/men-flight-and-bomber-jackets,45,1,1,73,1,www.alphaindustries.com,1,1,0,0,4,0,6304,0.9201,122,1,87,87,0,0,131,121,10,1,1
bomber jackets,8.0,Bomber Jackets Official. - Home | Facebook,https://www.facebook.com/bomberjacketsofficial/,42,1,1,47,1,www.facebook.com,1,1,0,0,0,0,3462,1.0687,150,0,42,31,11,0,65,64,1,1,1
bomber jackets,9.0,Men's Bomber Jackets | Nordstrom Rack,https://www.nordstromrack.com/shop/Men/Clothing/Coats%20&%20Jackets/Bombers,37,1,1,75,1,www.nordstromrack.com,1,1,2,0,2,0,20414,0.7103,134,1,121,2,119,0,538,521,17,1,1
bomber jackets,10.0,Men's Bomber and Casual Jackets | Online Sale | ZARA ...,https://www.zara.com/us/en/man-jackets-bombers-l645.html,56,1,1,56,1,www.zara.com,4,0,6,0,16,0,12645,0.2768,159,1,22,2,20,0,508,494,14,1,1
bomber jackets,11.0,Mens Jackets in Pakistan - Brumano,https://www.shopbrumano.com/jackets/,34,1,0,36,1,www.shopbrumano.com,1,1,13,0,5,0,6774,0.1771,148,1,117,10,107,0,118,82,36,1,1
bomber jackets,12.0,Shop Men's Bomber Jacket - Macy's,https://www.macys.com/shop/b/mens-bomber-jacket?id=79118,33,1,1,56,1,www.macys.com,1,0,0,0,0,0,57,0.0,0,0,0,0,0,0,0,0,0,0,0
bomber jackets,13.0,Bomber Jacket - Buy Bomber Jacket online in India - Myntra,https://www.myntra.com/bomber-jacket,58,1,1,36,1,www.myntra.com,1,1,2,1,53,0,35906,0.259,126,0,11,0,11,0,340,332,8,1,1
bomber jackets,14.0,Men Jackets – Cougar Clothing,https://www.cougar.com.pk/collections/men-jackets,29,1,0,49,1,www.cougar.com.pk,1,1,0,0,0,0,9234,0.2707,0,0,199,102,97,0,146,140,6,1,1
bomber jackets,15.0,22 Best Bomber Jackets for Men 2020 - Cool Bomber Jackets ...,https://www.esquire.com/style/news/g2932/10-best-bomber-jackets-for-fall/,61,1,1,73,1,www.esquire.com,1,1,0,0,0,0,11855,0.3543,228,1,40,38,2,0,90,63,27,1,1
bomber jackets,17.0,Men's Bomber Jackets - Buy Leather Bomber Jackets For Men,https://www.thejacketmaker.com/mens-bomber-jackets,57,1,1,50,1,www.thejacketmaker.com,1,1,61,1,3,0,28664,0.9315,169,0,84,24,60,0,164,155,9,1,1
bomber jackets,18.0,What Is A Bomber Jacket? - The Jacket Maker,https://blog.thejacketmaker.com/what-is-a-bomber-jacket/,43,1,1,56,1,blog.thejacketmaker.com,1,1,18,1,23,1,23210,1.2452,151,0,28,2,26,0,51,31,20,1,1
bomber jackets,19.0,Bomber Jackets Autumn Winter 2021 - Bolf Online Shop,https://www.bolf.eu/eng_m_Mens-Clothes_Jackets_Bomber-Jackets-7962.html,52,1,1,71,1,www.bolf.eu,2,1,1,1,2,0,39683,1.1667,79,0,426,8,418,0,613,606,7,1,1
bomber jackets,20.0,20 Best Bomber Jackets for Men in 2021 - The Trend Spotter,https://www.thetrendspotter.net/best-bomber-jackets/,58,1,1,52,1,www.thetrendspotter.net,1,1,21,1,4,1,17241,0.5104,135,1,43,0,43,2,70,37,33,1,1
bomber jackets,21.0,Designer Mens Bomber Jackets | Harrods US,https://www.harrods.com/en-us/shopping/men-jackets-bomber-jackets,41,1,1,65,1,www.harrods.com,1,1,1,0,93,0,4117,0.9473,119,0,130,2,128,0,88,83,5,1,1
bomber jackets,22.0,Bomber Jackets — Fresh Hoods,https://freshhoods.com/collections/bomber-jackets,28,1,1,49,1,freshhoods.com,1,1,54,1,0,0,30013,0.3732,0,0,196,1,195,2,159,153,6,1,1
bomber jackets,23.0,Men's Bomber Jackets | M&S,https://www.marksandspencer.com/l/men/mens-coats-and-jackets/fs5/bomber-jackets,26,1,1,79,1,www.marksandspencer.com,1,1,0,0,17,1,23129,0.1643,191,1,111,22,89,0,575,533,42,1,1
bomber jackets,24.0,Men's Bomber Jackets - TK Maxx,https://www.tkmaxx.com/uk/en/men/clothing/jackets+coats/bomber-jackets/c/02020707,30,1,1,81,1,www.tkmaxx.com,1,1,1,0,4,0,62608,0.0815,155,1,37,32,5,0,459,436,23,1,1
bomber jackets,25.0,Men's Bomber Jackets | Canada Goose®,https://www.canadagoose.com/ca/en/shop/men/outerwear/bombers/,36,1,1,61,1,www.canadagoose.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bomber jackets,26.0,"Men's Bomber Jackets: Leather, Quilted & More - Wilsons ...",https://www.wilsonsleather.com/category/mens/bomber-jackets.do,59,1,1,62,1,www.wilsonsleather.com,3,0,17,0,3,0,31108,0.1254,210,1,230,5,225,0,157,148,9,1,1
bomber jackets,27.0,Find your perfect bomber jacket here | C&A online shop,https://www.c-and-a.com/eu/en/shop/trend-bomber-jacket,54,1,1,54,1,www.c-and-a.com,1,1,0,0,5,0,11377,0.0879,152,0,50,9,41,0,46,40,6,1,1
bomber jackets,28.0,Bomber jackets for men by HUGO BOSS | Elegant & modern,https://www.hugoboss.com/men-bomber-jackets/,54,1,1,44,1,www.hugoboss.com,1,1,1,0,1,0,34192,0.1199,141,1,175,6,169,1,268,258,10,1,1
bomber jackets,29.0,Mens Bomber Jackets. Nike.com,https://www.nike.com/w/mens-bomber-jackets-1cti3znik1,29,1,1,53,1,www.nike.com,1,1,0,0,2,0,9739,0.2464,64,0,23,1,22,0,354,340,14,1,1
bomber jackets,30.0,Men's Bomber Jackets | PULL&BEAR,https://www.pullandbear.com/lu/en/man/clothing/jackets/bomber-n6339,32,1,1,67,1,www.pullandbear.com,2,0,1,0,14,0,23390,0.2736,163,1,90,42,48,0,104,91,13,1,1
bomber jackets,31.0,Designer Bomber & Flight Jackets for Women | Mytheresa,https://www.mytheresa.com/euro_en/clothing/jackets/bomber-jackets.html,54,1,1,70,1,www.mytheresa.com,28,0,72,0,6,0,61010,0.1278,143,1,57,7,50,0,852,835,17,1,1
bomber jackets,32.0,Italian Luxury Men's Bomber Jackets | Shop online on Canali ...,https://www.canali.com/intl/clothing/bomber-jackets.html,63,1,1,56,1,www.canali.com,0,0,3,1,4,0,10708,0.1401,276,0,21,7,14,0,99,88,11,1,1
bomber jackets,33.0,"mens bomber jacket - Men: Clothing, Shoes ... - Amazon.com",https://www.amazon.com/mens-bomber-jacket-Men/s?k=mens+bomber+jacket&rh=n%3A7147441011,58,1,1,86,1,www.amazon.com,2,1,63,1,1,0,23869,0.2179,0,0,75,7,68,2,149,112,37,1,1
bomber jackets,34.0,Men Bomber Jackets – Ndure.com,https://www.ndure.com/collections/men-bomber-jackets,30,1,1,52,1,www.ndure.com,1,1,0,0,6,0,5886,0.1869,0,0,8,1,7,0,59,54,5,1,1
bomber jackets,35.0,Bomber Jacket - Jackets & Coats - Products - Lawrencepur,https://www.lawrencepur.com/allproducts/jackets-coats/bomber-jacket.html,56,1,1,72,1,www.lawrencepur.com,1,1,7,1,0,0,4124,0.2182,232,0,17,1,16,0,40,34,6,1,1
bomber jackets,36.0,Flight jacket - Wikipedia,https://en.wikipedia.org/wiki/Flight_jacket,25,1,0,43,0,en.wikipedia.org,1,0,7,0,23,0,20878,0.3928,0,0,9,6,3,0,455,418,37,1,1
bomber jackets,37.0,Men's Leather Bomber Jackets | Military Flight Apparel ...,https://cockpitusa.com/collections/men,58,1,1,38,0,cockpitusa.com,1,0,1,0,4,1,10238,0.5079,158,1,121,55,66,0,125,116,9,1,1
bomber jackets,38.0,Men's Designer Bomber Jackets - Bomber Jackets For Men ...,https://www.harveynichols.com/int/mens/all-clothing/jackets/bomber-jackets/,58,1,1,75,1,www.harveynichols.com,1,1,3,0,4,0,11621,0.5938,129,1,127,0,127,0,407,402,5,1,1
bomber jackets,39.0,Bomber Jackets | Koton Jacket,https://m.koton.com/en/bomber-jackets/c/M01-G143,29,1,1,48,1,m.koton.com,1,1,0,0,12,0,58561,0.07,140,1,277,4,273,3,668,649,19,1,1
bomber jackets,40.0,Best Offers on Men bomber jackets upto 20-71% off - Limited ...,https://www.ajio.com/find/men-bomber-jackets,63,1,1,44,1,www.ajio.com,0,0,0,0,0,0,10,0.0,0,0,0,0,0,0,1,0,1,0,1
bomber jackets,41.0,Bomber Jackets at Best Price in India,https://dir.indiamart.com/impcat/bomber-jackets.html,37,1,1,52,1,dir.indiamart.com,1,1,1,0,1,0,19575,0.802,163,0,85,0,85,26,150,25,125,1,1
bomber jackets,42.0,Biker and bomber jackets - Men - FW Collection | Moncler US,https://www.moncler.com/en-us/men-fw-outerwear-biker-and-bomber-jackets,59,1,1,71,1,www.moncler.com,1,1,9,0,5,0,24781,0.1735,134,1,98,60,38,0,297,285,12,1,1
bomber jackets,43.0,Mens Bomber Jackets | Designer Mens Aviator Jackets ...,https://www.houseoffraser.co.uk/men/coats-and-jackets/bomber-jackets,55,1,1,68,1,www.houseoffraser.co.uk,1,1,3,0,9,0,57597,0.191,159,1,69,34,35,0,837,822,15,1,1
bomber jackets,44.0,Men's Bomber Jackets | Bomber Jackets for Men | ALLSAINTS,https://www.allsaints.com/men/bombers/,57,1,1,38,1,www.allsaints.com,1,1,2,0,6,0,13047,0.3066,128,1,82,14,68,0,113,97,16,1,1
bomber jackets,45.0,Plain bomber jacket - Black - Women - Jackets - Promod,https://www.promod.eu/women/plain-bomber-jacket-black-R5270059001.html,54,1,1,70,1,www.promod.eu,0,0,0,0,4,0,3585,0.0279,197,0,9,2,7,0,67,50,17,1,1
bomber jackets,46.0,Bomber Jackets Manufacturer | Customize Clothing | BHL ...,https://www.bhlsports.com/bomber-jackets-manufacturer/,58,1,1,54,1,www.bhlsports.com,3,1,16,1,21,1,18163,0.1927,170,0,14,5,9,2,99,84,15,1,1
bomber jackets,47.0,Bomber Jackets - Urban Classics,https://www.urban-classics.net/en/ladies4/bomber-jackets,31,1,1,56,1,www.urban-classics.net,0,0,0,0,1,1,1592,1.1307,0,0,34,5,29,0,45,44,1,1,1
bomber jackets,48.0,Jackets - Shop Stylish Jackets for Men Online | Bewakoof,https://www.bewakoof.com/men-jackets,56,1,0,36,1,www.bewakoof.com,1,1,3,0,21,0,8262,0.3994,160,0,17,0,17,0,89,82,7,1,1
bomber jackets,49.0,The 25 Best Men's Bomber Jackets | GearMoose,https://gearmoose.com/best-mens-bomber-jackets/,44,1,1,47,1,gearmoose.com,1,1,28,1,3,0,16175,0.5131,140,1,34,3,31,1,54,24,30,1,1
bomber jackets,50.0,Bomber - Jackets: Fashion - Amazon.in,https://www.amazon.in/b?ie=UTF8&node=16050681031,37,1,1,48,0,www.amazon.in,0,0,12,0,0,0,7492,0.04,77,0,18,15,3,0,126,96,30,1,1
bomber jackets,51.0,Best Offers on Men bomber jackets upto 20-71% off - Limited ...,https://www.ajio.com/find/men-bomber-jackets,63,1,1,44,1,www.ajio.com,0,0,0,0,0,0,10,0.0,0,0,0,0,0,0,1,0,1,0,1
bomber jackets,52.0,"The 32 Best Bomber Jackets for Women, Hands Down | Who ...",https://www.whowhatwear.com/best-bomber-jackets,58,1,1,47,1,www.whowhatwear.com,1,1,0,0,6,0,13117,0.3278,75,1,38,3,35,1,88,81,7,1,1
bomber jackets,53.0,Bomber Jackets: 10 of the Best to Buy in 2021 - Highsnobiety,https://www.highsnobiety.com/p/best-bomber-jackets-for-men/,60,1,1,59,1,www.highsnobiety.com,1,0,0,0,0,0,840,0.0,0,0,3,3,0,0,1,0,1,0,1
bomber jackets,54.0,10+ Bomber Jackets ideas - Pinterest,https://in.pinterest.com/108bespoke/bomber-jackets/,36,1,1,51,1,in.pinterest.com,2,1,2,0,31,1,11194,0.6611,159,1,35,0,35,6,143,143,0,1,0
bomber jackets,55.0,Men's Bomber Jackets & Winter Coats | Nobis Canada ...,https://nobis.com/collections/mens-bomber-jackets,54,1,1,49,1,nobis.com,1,1,0,0,18,0,13085,0.1223,151,1,26,9,17,0,83,77,6,1,1
bomber jackets,56.0,Men's Bomber jackets: The Ultimate Style Guide– BauBax,https://www.baubax.com/blogs/news/mens-bomber-jackets-the-ultimate-style-guide,54,1,1,78,1,www.baubax.com,1,1,1,0,6,0,16700,0.6467,0,0,10,9,1,0,78,67,11,1,1
bomber jackets,57.0,Bomber Jackets | ZED,https://zed.com.pk/collections/bomber-jackets,20,1,1,45,1,zed.com.pk,1,1,0,0,2,0,11351,0.2467,14,0,96,87,9,0,98,95,3,1,1
bomber jackets,58.0,Bomber jackets - Jackets for Man 2021 | Mango Man Pakistan,https://shop.mango.com/pk/men/jackets-bomber-jackets_c10988903,58,1,1,62,1,shop.mango.com,1,1,6,0,1,0,3442,0.6392,123,1,29,3,26,0,62,53,9,1,1
bomber jackets,59.0,The Best Bomber Jackets Guide You'll Ever Read ...,https://www.fashionbeans.com/article/bomber-jacket-guide-men/,50,1,1,61,1,www.fashionbeans.com,1,1,5,1,19,0,23979,0.2627,199,1,33,8,25,1,70,52,18,1,1
bomber jackets,60.0,The Best Bomber Jackets Guide You'll Ever Read ...,https://www.fashionbeans.com/article/bomber-jacket-guide-men/,50,1,1,61,1,www.fashionbeans.com,1,1,5,1,19,0,23982,0.2627,199,1,32,7,25,1,70,52,18,1,1
bomber jackets,61.0,ZR Cut Label Bomber Jacket - Deeds.pk,https://deeds.pk/products/zara-man-cut-label-bomber-jacket,37,1,1,58,1,deeds.pk,1,1,2,0,4,0,10580,0.0473,136,0,49,14,35,0,82,72,10,1,1
bomber jackets,62.0,Bomber jackets | Men | ETRO,https://www.etro.com/pl-en/men/clothing/coats-and-outerwear/bomber-jackets/,27,1,1,75,1,www.etro.com,1,1,2,0,7,0,7996,0.2376,124,1,15,6,9,0,159,149,10,1,1
bomber jackets,63.0,The history of bomber jackets - Frank And Oak,https://www.frankandoak.com/handbook/style/history-of-bomber-jacket,45,1,1,67,1,www.frankandoak.com,0,0,0,0,0,0,22,0.0,0,0,0,0,0,0,0,0,0,0,0
bomber jackets,64.0,Custom Bomber Jackets | Design Your Own Bomber Jacket,https://www.bagsoflove.com/custom-bomber-jacket,53,1,1,47,1,www.bagsoflove.com,1,1,5,1,17,0,17675,0.4639,144,1,107,24,83,0,185,157,28,1,1
bomber jackets,65.0,Balmain designer Bomber Jackets for men,https://www.balmain.com/us/men/bombers-blousons,39,1,1,47,1,www.balmain.com,1,1,3,0,5,0,17338,0.1096,144,1,48,17,31,0,122,114,8,1,1
bomber jackets,66.0,"Bomber Jacket in Pakistan, Free classifieds in Pakistan | OLX ...",https://www.olx.com.pk/items/q-bomber-jacket,65,1,1,44,1,www.olx.com.pk,1,1,0,0,1,0,4369,0.5264,301,0,22,2,20,2,177,162,15,1,1
bomber jackets,67.0,Buy Custom Name Bomber Jacket with your name - Pickshop.pk,https://pickshop.pk/product/products/bomber-jacket/custom-name-bomber-jacket/,58,1,1,77,1,pickshop.pk,1,1,0,0,1,0,6709,0.313,146,0,18,5,13,0,191,182,9,1,1
bomber jackets,68.0,Mens Leather Bomber Jackets - Leather Jacket 4,https://www.leatherjacket4.com/leather-jackets/leather-bomber-jacket-for-men,46,1,1,76,1,www.leatherjacket4.com,1,1,1,0,10,1,29097,0.3299,220,1,87,2,85,1,102,91,11,1,1
bomber jackets,69.0,Men's Bomber Jackets | Leather & Suede Bombers | dunhill ...,https://www.dunhill.com/nl/men/bomber,60,1,1,37,1,www.dunhill.com,1,1,6,1,1,0,4109,0.3651,154,1,11,1,10,6,114,108,6,1,1
bomber jackets,70.0,Bomber Jackets | B&C Explore | B&C Collection,https://www.bc-collection.eu/en/explore/bc-bomber-jacket-style,45,1,1,62,1,www.bc-collection.eu,1,1,14,0,62,0,16684,0.1978,162,0,32,25,7,0,129,112,17,1,1
bomber jackets,71.0,Men's Bomber Jackets - Roberto Cavalli Official Website ...,https://www.robertocavalli.com/en-zm/shopping/man/jackets-bomber-jackets,59,1,1,72,1,www.robertocavalli.com,1,1,18,1,0,0,4777,0.5024,158,0,18,0,18,0,270,264,6,1,1
bomber jackets,72.0,Bomber Jackets (2012) - IMDb,https://www.imdb.com/title/tt2145632/,28,1,1,37,0,www.imdb.com,2,1,9,0,6,0,7081,0.0282,322,0,28,9,19,5,142,119,23,1,1
bomber jackets,73.0,"Bomber Jackets, Corduroy Jackets, + Blazers | Urban Outfitters",https://www.urbanoutfitters.com/bomber-jackets-men,62,1,1,50,1,www.urbanoutfitters.com,1,1,3,0,22,0,12054,0.141,149,1,41,13,28,0,80,68,12,1,1
bomber jackets,74.0,Fashionable bomber jacket pakistan For Comfort And Style ...,https://www.alibaba.com/showroom/bomber-jacket-pakistan.html,60,1,1,60,1,www.alibaba.com,1,1,0,0,4,0,19325,0.5692,185,1,56,47,9,0,211,87,124,1,1
bomber jackets,75.0,Men's Bomber Jackets | GUESS,https://www.guess.com/us/en/men/apparel/jackets-and-coats/bomber-jackets,28,1,1,72,1,www.guess.com,1,1,0,0,0,0,23901,0.1464,154,1,52,9,43,0,268,254,14,1,1
bomber jackets,76.0,Women's Bomber Jackets | Nordstrom,https://www.nordstrom.com/browse/women/clothing/coats-jackets/bomber-jackets,34,1,1,76,1,www.nordstrom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bomber jackets,77.0,Bomber Jacket High Res Stock Images | Shutterstock,https://www.shutterstock.com/search/bomber+jacket,50,1,1,49,1,www.shutterstock.com,1,1,1,1,2,0,3638,0.3299,202,1,100,0,100,1,267,251,16,1,1
bomber jackets,78.0,Bomber Jackets | Womens Bomber Jackets | boohoo UK,https://www.boohoo.com/womens/coats-jackets/bomber-jackets,50,1,1,58,1,www.boohoo.com,1,1,1,1,262,0,47039,0.2572,135,1,258,41,217,0,530,493,37,1,1
bomber jackets,79.0,Shop Bomber Jacket on sale now- AMI PARIS,https://www.amiparis.com/ua/shopping/bomber-jacket-12271907?StoreId=9846,41,1,1,72,1,www.amiparis.com,0,0,0,0,0,0,165,0.6061,0,0,1,0,1,0,15,9,6,1,1
bomber jackets,80.0,Men's Bomber Jackets | Suede & Leather Flight Jackets | Next,https://www.next.co.uk/shop/gender-men-productaffiliation-coatsandjackets/category-jackets-designfeature-bomber,60,1,1,111,1,www.next.co.uk,1,1,32,1,5,0,18527,0.1835,149,1,46,7,39,0,186,26,160,1,1
bomber jackets,81.0,Men's Bomber Jackets – Matalan,https://www.matalan.co.uk/mens/coats-and-jackets/bomber-jackets,30,1,1,63,1,www.matalan.co.uk,1,1,2,0,0,0,115364,0.0191,84,1,23,7,16,0,612,602,10,1,1
bomber jackets,82.0,Men's Bomber Jackets | Black & Khaki Bomber Jackets | New ...,https://www.newlook.com/row/mens/clothing/jackets-coats/bomber-jackets/c/row-mens-clothing-jackets-coats-bomber-jackets,61,1,1,119,1,www.newlook.com,1,1,2,0,0,0,22256,0.1438,157,1,99,18,81,0,151,129,22,1,1
bomber jackets,83.0,Men's Bomber Jackets - Walmart.com,https://www.walmart.com/browse/clothing/mens-bomber-jackets/5438_133197_5585888_2411777,34,1,1,87,1,www.walmart.com,1,1,2,0,0,0,37845,0.14,178,0,198,6,192,2,1385,1332,53,1,1
bomber jackets,84.0,Men's Bomber Jackets -Neilbarrett.com,https://www.neilbarrett.com/tr/shopping/man/jackets-bomber-jackets,37,1,1,66,1,www.neilbarrett.com,1,1,0,0,0,0,1022,0.4892,204,0,5,3,2,0,59,56,3,1,1
bomber jackets,85.0,Bomber Jackets - Coats & Jackets - Men - COS,https://www.cosstores.com/en/men/coats-and-jackets/bomber-jackets.html,44,1,1,70,1,www.cosstores.com,1,1,9,0,1,0,6211,0.644,141,1,24,2,22,0,115,109,6,1,1
bomber jackets,86.0,Bomber Jackets | Banana Republic,https://bananarepublic.gap.com/products/bomber-jackets.jsp,32,1,1,58,1,bananarepublic.gap.com,1,1,0,0,5,0,22309,0.1031,207,1,31,5,26,0,77,37,40,1,1
bomber jackets,87.0,Koovs,https://www.koovs.com/bomber-jackets,5,0,0,36,1,www.koovs.com,1,1,1,1,8,0,11113,0.4859,153,1,82,28,54,0,138,131,7,1,1
bomber jackets,88.0,Men's Bomber Jackets | New Collection | Bershka,https://www.bershka.com/gb/men/collection/jackets-and-coats/bomber-jackets-c1010193547.html,47,1,1,91,1,www.bershka.com,3,1,1,0,0,0,3827,0.3397,159,1,16,8,8,0,108,92,16,1,1
bomber jackets,89.0,Bomb Squad: 30 Bomber Jackets to Buy Right Now | GQ,https://www.gq.com/gallery/bomb-squad-30-bomber-jackets-to-buy-right-now,51,1,1,72,1,www.gq.com,1,1,30,0,0,0,3622,0.138,370,0,46,14,32,0,85,25,60,1,1
bomber jackets,90.0,BOMBER JACKET | meaning in the Cambridge English ...,https://dictionary.cambridge.org/dictionary/english/bomber-jacket,52,1,1,65,1,dictionary.cambridge.org,1,1,6,1,0,0,16582,0.0784,139,1,9,3,6,0,132,113,19,1,1
bomber jackets,91.0,Parajumpers Men Bomber Jackets Fall Winter 2020/2021 ...,https://www.parajumpers.it/us-en/man/clothing/bombers/,56,1,1,54,1,www.parajumpers.it,1,1,1,0,5,0,16747,0.0896,153,0,120,1,119,0,143,136,7,1,1
bomber jackets,92.0,What exactly are: Bomber jackets? — Tips — Thread.com,https://www.thread.com/us/tips/men/coats-jackets/glossary-bomber-jacket/,53,1,1,72,1,www.thread.com,1,1,3,0,1,1,2887,0.381,139,1,14,10,4,1,39,38,1,1,1
bomber jackets,93.0,Men's Bomber Jackets - Varsity & Leather Bomber Jackets ...,https://www.express.com/mens-clothing/coats/bomber-jacket/cat2230010,59,1,1,68,1,www.express.com,1,1,0,0,1,1,11490,0.5222,0,0,19,4,15,0,223,205,18,1,1
bomber jackets,94.0,Bomber jackets - Jackets - women - online - NELLY.COM,https://nelly.com/ww/womens-fashion/clothing/jackets-and-coats/bomber-jackets/,53,1,1,78,1,nelly.com,2,1,4,0,20,0,12647,0.7828,149,1,52,36,16,0,94,81,13,1,1
bomber jackets,95.0,Bomber Jackets – Vapor95,https://vapor95.com/collections/jackets,24,1,1,39,1,vapor95.com,1,1,1,0,3,0,9684,0.3098,0,0,63,16,47,0,93,84,9,1,1
bomber jackets,96.0,Bomber Jackets for men – Buy bomber jackets online here ...,https://www.stylepit.com/men/bomber-jackets,59,1,1,43,1,www.stylepit.com,1,1,6,0,0,0,21372,0.1731,123,0,36,1,35,0,230,204,26,1,1
bomber jackets,97.0,Men's Bomber Jackets - Buy Bomber Jackets for men online in ...,https://www.jackjones.in/jackets-jj/bomber-jackets-jackets-jj,63,1,1,61,1,www.jackjones.in,3,1,0,0,2,0,8943,0.3802,0,0,25,9,16,0,160,149,11,1,1
bomber jackets,98.0,Bomber Jackets: Cool Flight Jackets For the Family | Kohl's,https://www.kohls.com/catalog/bomber-coats-jackets-outerwear-clothing.jsp?CN=Silhouette:Bomber+Product:Coats%20%26%20Jackets+Category:Outerwear+Department:Clothing,59,1,1,163,1,www.kohls.com,1,1,3,0,7,0,19642,0.3513,109,0,132,3,129,0,249,229,20,1,1
bomber jackets,99.0,More&More - Moreandmoreonline,https://www.moreandmoreonline.com/products-list?item=150,29,0,0,56,0,www.moreandmoreonline.com,1,0,0,0,0,0,6415,0.0,0,0,0,0,0,0,1,1,0,1,0
bomber jackets,100.0,Men's Bomber Jackets | Eddie Bauer,https://www.eddiebauer.com/view/men/jackets/style-bomber/,34,1,1,57,1,www.eddiebauer.com,1,1,0,0,7,0,3536,0.3111,138,1,13,1,12,0,69,59,10,1,1
